ID,Drug,SMILES,Name
761,DB00491,OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,Miglitol
762,DB00327,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5,Hydromorphone
763,DB01080,C=CC(N)CCC(=O)O,Vigabatrin
764,DB00623,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Fluphenazine
765,DB01014,O=C(O)CCNC(=O)c1ccc(/N=N/c2ccc(O)c(C(=O)O)c2)cc1,Balsalazide
766,DB09265,CCC(C)C(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(=O)N)C(=O)NCC(=O)NCC(=O)N3CCCC3C(=O)NC(CO)C(=O)NC(CO)C(=O)NCC(=O)NC(C)C(=O)N4CCCC4C(=O)N5CCCC5C(=O)NC(CO)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)N)NC(=O)C(CC6=CC=CC=C6)NC(=O)C(CC(C)C)NC(=O)C(CCCNC(=N)N)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CCC(=O)N)NC(=O)C(CCCCN)NC(=O)C(CO)NC(=O)C(CC(C)C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(C(C)O)NC(=O)CNC(=O)C(CCC(=O)O)NC(=O)CNC(=O)C(CC8=CNC=N8)N,Lixisenatide
767,DB00211,COc1ccc(OC)c(C(O)CNC(=O)CN)c1,Midodrine
768,DB01021,NS(=O)(=O)c1cc2c(cc1Cl)NC(C(Cl)Cl)NS2(=O)=O,Trichlormethiazide
769,DB00201,Cn1c(=O)c2c(ncn2C)n(C)c1=O,Caffeine
770,DB01105,CC(C)CC(N(C)C)C1(c2ccc(Cl)cc2)CCC1,Sibutramine
771,DB00460,C=Cc1c(C)c2cc3nc(cc4[nH]c(cc5nc(cc1[nH]2)C(C)=C5CCC(=O)O)c(CCC(=O)OC)c4C)[C@@]1(C)C3=CC=C(C(=O)OC)[C@H]1C(=O)OC,Verteporfin
772,DB00232,CN1C(CCl)Nc2cc(Cl)c(S(N)(=O)=O)cc2S1(=O)=O,Methyclothiazide
773,DB00299,Nc1nc(=O)c2ncn(CCC(CO)CO)c2[nH]1,Penciclovir
774,DB00760,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C(S[C@@H]3CN[C@H](C(=O)N(C)C)C3)[C@H](C)[C@H]12,Meropenem
775,DB08874,CCc1c(Cl)c(O)c(Cl)c(O)c1C(=O)O[C@H]1[C@H](O)[C@H](OC)[C@H](OC/C2=C\C=C\C[C@H](O)/C(C)=C/[C@H](CC)[C@@H](O[C@@H]3OC(C)(C)[C@@H](OC(=O)C(C)C)[C@H](O)[C@@H]3O)/C(C)=C/C(C)=C/C[C@@H]([C@@H](C)O)OC2=O)O[C@@H]1C,Fidaxomicin
776,DB00775,CCCCS(=O)(=O)N[C@@H](Cc1ccc(OCCCCC2CCNCC2)cc1)C(=O)O,Tirofiban
777,DB01214,CC(=O)Oc1c(C)cc(OCC(O)CNC(C)C)c(C)c1C,Metipranolol
778,DB04920,CCCC(=O)OCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,Clevidipine
779,DB01198,CN1CCN(C(=O)OC2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1,Zopiclone
780,DB00432,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1C(F)(F)F,Trifluridine
781,DB01118,CCCCc1oc2ccccc2c1C(=O)c1cc(I)c(OCCN(CC)CC)c(I)c1,Amiodarone
782,DB06603,Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,Panobinostat
783,DB00628,O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O,Clorazepic acid
784,DB01086,CCOC(=O)c1ccc(N)cc1,Benzocaine
785,DB12243,CC1=NN(c2ccccc2)C(=O)C1,Edaravone
786,DB00379,Cc1cccc(C)c1OCC(C)N,Mexiletine
787,DB00530,C#Cc1cccc(Nc2ncnc3cc(OCCOC)c(OCCOC)cc23)c1,Erlotinib
788,DB11560,O=C(O)CSc1nnc(Br)n1-c1ccc(C2CC2)c2ccccc12,Lesinurad
789,DB01744,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,Camphor
790,DB08820,CC(C)(C)c1cc(C(C)(C)C)c(NC(=O)c2c[nH]c3ccccc3c2=O)cc1O,Ivacaftor
791,DB09357,CC(C)(CO)[C@@H](O)C(=O)NCCCO,Dexpanthenol
792,DB01117,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,Atovaquone
793,DB00548,O=C(O)CCCCCCCC(=O)O,Azelaic acid
794,DB05013,C/C=C(/C)C(=O)O[C@H]1C(C)=C[C@]23C(=O)[C@H](C=C(CO)[C@@H](O)[C@]12O)[C@H]1[C@@H](C[C@H]3C)C1(C)C,Ingenol mebutate
795,DB00231,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,Temazepam
796,DB04942,CC1(C)CCC(C)(C)c2cc(NC(=O)c3ccc(C(=O)O)cc3)ccc21,Tamibarotene
797,DB01120,Cc1ccc(S(=O)(=O)NC(=O)NN2C[C@H]3CCC[C@H]3C2)cc1,Gliclazide
798,DB01377,[Mg+2].[O-2],Magnesium oxide
799,DB00848,c1ccc([C@H]2CN3CCSC3=N2)cc1,Levamisole
800,DB08889,CC(C)C[C@H](NC(=O)[C@H](CCc1ccccc1)NC(=O)CN1CCOCC1)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)[C@@]1(C)CO1,Carfilzomib
801,DB00284,C[C@H]1O[C@H](O[C@H]2[C@H](O)[C@@H](O)[C@@H](O[C@@H]([C@H](O)[C@@H](O)C=O)[C@H](O)CO)O[C@@H]2CO)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,Acarbose
802,DB00669,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,Sumatriptan
803,DB06413,NC(=O)C[S@@](=O)C(c1ccccc1)c1ccccc1,Armodafinil
804,DB00349,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Clobazam
805,DB09063,Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCNCC1,Ceritinib
806,DB11092,F[Sn]F,Stannous fluoride
807,DB00990,C=C1C[C@@H]2[C@H](CC[C@]3(C)C(=O)CC[C@@H]23)[C@@]2(C)C=CC(=O)C=C12,Exemestane
808,DB00104,CC(C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CO)C(C)O)O,Octreotide
809,DB00459,COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C,Acitretin
810,DB06637,Nc1ccncc1,Dalfampridine
811,DB01143,NCCCNCCSP(=O)(O)O,Amifostine
812,DB01085,CC[C@@H]1C(=O)OC[C@@H]1Cc1cncn1C,Pilocarpine
813,DB09232,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC/C=C/c2ccccc2)C1c1cccc([N+](=O)[O-])c1,Cilnidipine
814,DB06212,Cc1ccccc1C(=O)Nc1ccc(C(=O)N2CCC[C@@H](O)c3cc(Cl)ccc32)c(C)c1,Tolvaptan
815,DB00158,Nc1nc(=O)c2nc(CNc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)cnc2[nH]1,Folic acid
816,DB06724,O=C([O-])[O-].[Ca+2],Calcium carbonate
817,DB00363,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1,Clozapine
818,DB13156,CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.CC(=O)Nc1ccc(C(=O)O)cc1.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.C[C@@H](O)CN(C)C.O=c1[nH]cnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Inosine pranobex
819,DB01216,CC(C)(C)NC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4NC(=O)C=C[C@]4(C)[C@H]3CC[C@]12C,Finasteride
820,DB13997,COC(=O)OCOc1c2n(ccc1=O)N([C@@H]1c3ccccc3SCc3c1ccc(F)c3F)[C@@H]1COCCN1C2=O,Baloxavir marboxil
821,DB08828,CS(=O)(=O)c1ccc(C(=O)Nc2ccc(Cl)c(-c3ccccn3)c2)c(Cl)c1,Vismodegib
822,DB01011,CC(C)(C(=O)c1cccnc1)c1cccnc1,Metyrapone
823,DB01075,CN(C)CCOC(c1ccccc1)c1ccccc1,Diphenhydramine
824,DB04865,COC(=O)C[C@](O)(CCCC(C)(C)O)C(=O)O[C@@H]1C(OC)=C[C@]23CCCN2CCc2cc4c(cc2[C@H]13)OCO4,Omacetaxine mepesuccinate
825,DB00461,COc1ccc2cc(CCC(C)=O)ccc2c1,Nabumetone
826,DB00131,Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)O)[C@@H](O)[C@H]1O,Adenosine phosphate
827,DB00912,CCOc1cc(CC(=O)N[C@@H](CC(C)C)c2ccccc2N2CCCCC2)ccc1C(=O)O,Repaglinide
828,DB00464,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)[O-].[Na+],Sodium tetradecyl sulfate
829,DB01077,CC(O)(P(=O)(O)O)P(=O)(O)O,Etidronic acid
830,DB00233,Nc1ccc(C(=O)O)c(O)c1,Aminosalicylic acid
831,DB00489,CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1,Sotalol
832,DB12245,CSc1nc2cc(Oc3cccc(Cl)c3Cl)c(Cl)cc2[nH]1,Triclabendazole
833,DB13207,N=C(N)NCCC[C@H](N)C(=O)O.N[C@@H](CCC(=O)O)C(=O)O,Arginine glutamate
834,DB00371,CCCC(C)(COC(N)=O)COC(N)=O,Meprobamate
835,DB09065,CC(C)c1nc(CN(C)C(=O)N[C@@H](CCN2CCOCC2)C(=O)N[C@H](CC[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)Cc2ccccc2)cs1,Cobicistat
836,DB09017,Cc1nnc2n1-c1sc(Br)cc1C(c1ccccc1Cl)=NC2,Brotizolam
837,DB05219,N#Cc1ccc(Oc2ccc3c(c2)COB3O)cc1,Crisaborole
838,DB09229,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)=O)C1c1ccccc1[N+](=O)[O-],Aranidipine
839,DB00558,CC(=O)N[C@H]1[C@H]([C@H](O)[C@H](O)CO)OC(C(=O)O)=C[C@@H]1N=C(N)N,Zanamivir
840,DB00831,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Trifluoperazine
841,DB01545,CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,Ethyl loflazepate
842,DB00370,CN1CCN2c3ncccc3Cc3ccccc3C2C1,Mirtazapine
843,DB01195,O=C(NCC1CCCCN1)c1cc(OCC(F)(F)F)ccc1OCC(F)(F)F,Flecainide
844,DB01228,COc1ccc(C(=O)Nc2ccccc2CCC2CCCCN2C)cc1,Encainide
845,DB00640,Nc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Adenosine
846,DB00698,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)N1,Nitrofurantoin
847,DB00499,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,Flutamide
848,DB06210,CC1=NN(c2ccc(C)c(C)c2)C(=O)/C1=N\Nc1cccc(-c2cccc(C(=O)O)c2)c1O,Eltrombopag
849,DB00067,NC(=O)CCC1NC(=O)C(Cc2ccccc2)NC(=O)C(Cc2ccc(O)cc2)NC(=O)C(N)CSSCC(C(=O)N2CCCC2C(=O)NC(CCCN=C(N)N)C(=O)NCC(N)=O)NC(=O)C(CC(N)=O)NC1=O.NCCCCC(NC(=O)C1CCCN1C(=O)C1CSSCC(N)C(=O)NC(Cc2ccc(O)cc2)C(=O)NC(Cc2ccccc2)C(=O)NC(CCC(N)=O)C(=O)NC(CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,Vasopressin
850,DB08934,CC(C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1O[C@@H](n2ccc(=O)[nH]c2=O)[C@](C)(F)[C@@H]1O)Oc1ccccc1,Sofosbuvir
851,DB01579,C[C@H]1[C@H](c2ccccc2)OCCN1C,Phendimetrazine
852,DB01260,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,Desonide
853,DB04878,OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O,Voglibose
854,DB09031,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C,Miltefosine
855,DB06605,COc1ccc(-n2nc(C(N)=O)c3c2C(=O)N(c2ccc(N4CCCCC4=O)cc2)CC3)cc1,Apixaban
856,DB00672,CCCNC(=O)NS(=O)(=O)c1ccc(Cl)cc1,Chlorpropamide
857,DB01200,CC(C)C[C@H]1C(=O)N2CCC[C@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,Bromocriptine
858,DB00378,CC(=O)[C@H]1CC[C@H]2[C@@H]3C=CC4=CC(=O)CC[C@@]4(C)[C@@H]3CC[C@]12C,Dydrogesterone
859,DB09183,COc1c(-c2ccc3cc(NS(C)(=O)=O)ccc3c2)cc(-n2ccc(=O)[nH]c2=O)cc1C(C)(C)C,Dasabuvir
860,DB01393,CC(C)(Oc1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1)C(=O)O,Bezafibrate
861,DB01157,COc1cc(NCc2ccc3nc(N)nc(N)c3c2C)cc(OC)c1OC,Trimetrexate
862,DB00278,CC1CNc2c(cccc2S(=O)(=O)N[C@@H](CCCNC(=N)N)C(=O)N2CC[C@@H](C)C[C@@H]2C(=O)O)C1,Argatroban
863,DB00503,CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1,Ritonavir
864,DB01440,O=C(O)CCCO,gamma-Hydroxybutyric acid
865,DB01132,CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1,Pioglitazone
866,DB00143,N[C@@H](CCC(=O)N[C@@H](CS)C(=O)NCC(=O)O)C(=O)O,Glutathione
867,DB00159,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,Icosapent
868,DB00608,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,Chloroquine
869,DB09042,Cn1nnc(-c2ccc(-c3ccc(N4C[C@H](COP(=O)(O)O)OC4=O)cc3F)cn2)n1,Tedizolid phosphate
870,DB00166,O=C(O)CCCC[C@@H]1CCSS1,Lipoic acid
871,DB01356,[Li+],Lithium cation
872,DB01220,CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C,Rifaximin
873,DB00470,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,Dronabinol
874,DB00222,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,Glimepiride
875,DB00435,[N]=O,Nitric Oxide
876,DB00995,CC[P+](CC)(CC)[Au-]S[C@@H]1O[C@H](COC(C)=O)[C@@H](OC(C)=O)[C@H](OC(C)=O)[C@H]1OC(C)=O,Auranofin
877,DB01124,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,Tolbutamide
878,DB11431,CO/N=C1\C[C@]2(C[C@@H]3C[C@@H](C/C=C(\C)C[C@@H](C)/C=C/C=C4\CO[C@@H]5[C@H](O)C(C)=C[C@@H](C(=O)O3)[C@]45O)O2)O[C@H](/C(C)=C/C(C)C)[C@H]1C,Moxidectin
879,DB00465,O=C(c1ccccc1)c1ccc2n1CCC2C(=O)O,Ketorolac
880,DB00390,C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@@]5(C)[C@H](CC[C@@H]6[C@@H]5C[C@@H](O)[C@]5(C)[C@@H](C7=CC(=O)OC7)CC[C@]65O)C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O,Digoxin
881,DB06803,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,Niclosamide
882,DB11575,C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H]2CN1C(=O)[C@H](C(C)(C)C)NC(=O)O[C@@H]1C[C@H]1CCCCCc1nc3ccc(OC)cc3nc1O2)C(=O)NS(=O)(=O)C1CC1,Grazoprevir
883,DB00151,N[C@@H](CS)C(=O)O,Cysteine
884,DB09272,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2nc(-c3ccccc3)c[nH]2)cc1C(=O)O,Eluxadoline
885,DB00897,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,Triazolam
886,DB00649,Cc1cn([C@H]2C=C[C@@H](CO)O2)c(=O)[nH]c1=O,Stavudine
887,DB01612,CCCCCON=O,Amyl Nitrite
888,DB00879,N=c1nc(O)n([C@@H]2CS[C@H](CO)O2)cc1F,Emtricitabine
889,DB00642,Nc1nc(=O)c2c(CCc3ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc3)c[nH]c2[nH]1,Pemetrexed
890,DB01677,O=C(O)/C=C/C(=O)O,Fumaric acid
891,DB00947,C[C@]12CC[C@@H]3c4ccc(O)cc4C[C@@H](CCCCCCCCCS(=O)CCCC(F)(F)C(F)(F)F)[C@H]3[C@@H]1CC[C@@H]2O,Fulvestrant
892,DB00216,CN1CCC[C@@H]1Cc1c[nH]c2ccc(CCS(=O)(=O)c3ccccc3)cc12,Eletriptan
893,DB01182,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,Propafenone
